shipment_id,drug_code,drug_name,origin_facility,destination_country,region,ship_date,quantity_units,batch_id,cold_chain_required,delivery_status
SHP300653,MRK-1005,Neuroplex,NJ-Plant-01,Canada,North America,2024-05-18,35646,BATCH-11010,False,Customs Hold
SHP300654,MRK-1007,Pulmocare,NJ-Plant-01,UK,EMEA,2025-05-28,47693,BATCH-25953,False,Delayed
SHP300655,MRK-1003,Immunext,NJ-Plant-01,UK,EMEA,2024-05-26,36689,BATCH-33721,True,In Transit
SHP300656,MRK-1003,Immunext,Ireland-Plant-02,Japan,APAC,2025-07-02,18700,BATCH-52826,True,In Transit
SHP300657,MRK-1004,Glucostat,Ireland-Plant-02,Australia,APAC,2024-02-02,584,BATCH-22093,False,Delivered
SHP300658,MRK-1005,Neuroplex,NJ-Plant-01,Chile,Latin America,2026-04-01,8090,BATCH-58893,False,Delivered
SHP300659,MRK-1002,Oncavera,Ireland-Plant-02,France,EMEA,2025-11-14,2446,BATCH-35459,False,Delayed
SHP300660,MRK-1008,Dermalyx,Singapore-Plant-03,UK,EMEA,2026-02-23,42648,BATCH-87601,False,In Transit
SHP300661,MRK-1001,Cardiozin,Singapore-Plant-03,Argentina,Latin America,2024-04-30,42413,BATCH-97150,False,Delayed
SHP300662,MRK-1008,Dermalyx,Singapore-Plant-03,Mexico,North America,2026-02-16,30932,BATCH-41491,False,Delivered
SHP300663,MRK-1003,Immunext,NJ-Plant-01,USA,North America,2024-01-25,20167,BATCH-91534,True,Delayed
SHP300664,MRK-1006,Vaxishield,Ireland-Plant-02,France,EMEA,2024-03-20,40690,BATCH-26547,True,Delivered
SHP300665,MRK-1005,Neuroplex,Ireland-Plant-02,South Korea,APAC,2025-07-23,27369,BATCH-47727,False,In Transit
SHP300666,MRK-1001,Cardiozin,Singapore-Plant-03,Germany,EMEA,2025-10-18,33919,BATCH-82805,False,In Transit
SHP300667,MRK-1001,Cardiozin,Ireland-Plant-02,Brazil,Latin America,2026-02-13,23067,BATCH-83301,False,Delivered
SHP300668,MRK-1004,Glucostat,Singapore-Plant-03,Chile,Latin America,2025-08-22,8063,BATCH-29124,False,Delivered
SHP300669,MRK-1004,Glucostat,Singapore-Plant-03,Argentina,Latin America,2026-07-28,16199,BATCH-62756,False,Delivered
SHP300670,MRK-1006,Vaxishield,Ireland-Plant-02,Australia,APAC,2024-12-18,32808,BATCH-87641,True,Delayed
SHP300671,MRK-1001,Cardiozin,NJ-Plant-01,India,APAC,2025-08-12,48771,BATCH-64932,False,Customs Hold
SHP300672,MRK-1001,Cardiozin,Singapore-Plant-03,Australia,APAC,2026-07-04,10541,BATCH-89657,False,Customs Hold
SHP300673,MRK-1001,Cardiozin,Ireland-Plant-02,Brazil,Latin America,2026-01-15,3676,BATCH-53458,False,Customs Hold
SHP300674,MRK-1008,Dermalyx,Ireland-Plant-02,UK,EMEA,2025-04-08,18415,BATCH-68202,False,Delivered
SHP300675,MRK-1002,Oncavera,Ireland-Plant-02,Argentina,Latin America,2024-05-27,29608,BATCH-22220,False,In Transit
SHP300676,MRK-1007,Pulmocare,NJ-Plant-01,Canada,North America,2025-08-24,36665,BATCH-28351,False,Delayed
SHP300677,MRK-1004,Glucostat,Ireland-Plant-02,Mexico,North America,2024-10-14,13243,BATCH-62228,False,In Transit
SHP300678,MRK-1007,Pulmocare,Ireland-Plant-02,Australia,APAC,2024-11-04,30635,BATCH-33638,False,Delayed
SHP300679,MRK-1001,Cardiozin,NJ-Plant-01,India,APAC,2024-09-03,49255,BATCH-42837,False,In Transit
SHP300680,MRK-1004,Glucostat,Ireland-Plant-02,Japan,APAC,2026-02-24,2591,BATCH-20487,False,Customs Hold
SHP300681,MRK-1003,Immunext,Ireland-Plant-02,Japan,APAC,2026-01-07,22192,BATCH-42322,True,Customs Hold
SHP300682,MRK-1002,Oncavera,Ireland-Plant-02,Australia,APAC,2024-11-18,30550,BATCH-86671,False,Delivered
SHP300683,MRK-1007,Pulmocare,NJ-Plant-01,South Africa,EMEA,2025-07-30,25326,BATCH-31253,False,Delayed
SHP300684,MRK-1003,Immunext,NJ-Plant-01,South Korea,APAC,2024-03-03,16173,BATCH-39048,True,In Transit
SHP300685,MRK-1006,Vaxishield,NJ-Plant-01,Australia,APAC,2024-07-04,15064,BATCH-52225,True,In Transit
SHP300686,MRK-1007,Pulmocare,NJ-Plant-01,Germany,EMEA,2024-10-13,1827,BATCH-89311,False,Customs Hold
SHP300687,MRK-1007,Pulmocare,NJ-Plant-01,Germany,EMEA,2025-03-29,10850,BATCH-73618,False,Delayed
SHP300688,MRK-1003,Immunext,NJ-Plant-01,UK,EMEA,2024-01-28,20294,BATCH-63381,True,Customs Hold
SHP300689,MRK-1003,Immunext,Singapore-Plant-03,Canada,North America,2025-12-01,16277,BATCH-33080,True,Customs Hold
SHP300690,MRK-1007,Pulmocare,Ireland-Plant-02,South Africa,EMEA,2026-05-29,824,BATCH-39005,False,In Transit
SHP300691,MRK-1006,Vaxishield,Singapore-Plant-03,USA,North America,2024-05-04,15614,BATCH-30564,True,Delivered
SHP300692,MRK-1005,Neuroplex,NJ-Plant-01,Japan,APAC,2024-07-08,10410,BATCH-64786,False,Delivered
SHP300693,MRK-1001,Cardiozin,NJ-Plant-01,Mexico,North America,2024-09-02,42638,BATCH-37740,False,Delayed
SHP300694,MRK-1004,Glucostat,Singapore-Plant-03,Chile,Latin America,2025-05-13,6054,BATCH-18099,False,Delivered
SHP300695,MRK-1001,Cardiozin,Singapore-Plant-03,USA,North America,2025-12-26,38626,BATCH-54773,False,Customs Hold
SHP300696,MRK-1002,Oncavera,Ireland-Plant-02,Brazil,Latin America,2024-07-07,22815,BATCH-98737,False,Delayed
SHP300697,MRK-1008,Dermalyx,Ireland-Plant-02,Mexico,North America,2026-01-27,24647,BATCH-88604,False,Delayed
SHP300698,MRK-1001,Cardiozin,NJ-Plant-01,Chile,Latin America,2025-09-28,9847,BATCH-10061,False,Delayed
SHP300699,MRK-1006,Vaxishield,NJ-Plant-01,UK,EMEA,2026-01-30,15857,BATCH-60471,True,Customs Hold
SHP300700,MRK-1008,Dermalyx,Ireland-Plant-02,Canada,North America,2024-12-05,25196,BATCH-67814,False,Delayed
SHP300701,MRK-1004,Glucostat,NJ-Plant-01,Brazil,Latin America,2026-03-12,49002,BATCH-90601,False,Delayed
SHP300702,MRK-1006,Vaxishield,Singapore-Plant-03,Germany,EMEA,2026-07-31,5761,BATCH-69160,True,Customs Hold
SHP300703,MRK-1007,Pulmocare,NJ-Plant-01,Chile,Latin America,2025-03-14,22781,BATCH-55167,False,In Transit
SHP300704,MRK-1008,Dermalyx,Singapore-Plant-03,Brazil,Latin America,2024-05-08,2236,BATCH-30987,False,Delivered
SHP300705,MRK-1006,Vaxishield,Singapore-Plant-03,Chile,Latin America,2024-02-26,27158,BATCH-19722,True,Delivered
SHP300706,MRK-1003,Immunext,NJ-Plant-01,UK,EMEA,2024-03-11,44748,BATCH-61221,True,Customs Hold
SHP300707,MRK-1008,Dermalyx,Singapore-Plant-03,Canada,North America,2025-10-06,31814,BATCH-66043,False,In Transit
SHP300708,MRK-1006,Vaxishield,Singapore-Plant-03,UK,EMEA,2024-06-03,13503,BATCH-73739,True,Delivered
SHP300709,MRK-1006,Vaxishield,Ireland-Plant-02,Germany,EMEA,2026-06-08,9547,BATCH-93330,True,Delayed
SHP300710,MRK-1006,Vaxishield,NJ-Plant-01,Brazil,Latin America,2026-07-22,33135,BATCH-20895,True,Delayed
SHP300711,MRK-1003,Immunext,NJ-Plant-01,India,APAC,2024-01-23,3124,BATCH-42091,True,Customs Hold
SHP300712,MRK-1006,Vaxishield,Singapore-Plant-03,UK,EMEA,2026-06-13,16444,BATCH-19587,True,In Transit
SHP300713,MRK-1003,Immunext,Singapore-Plant-03,South Korea,APAC,2024-12-18,39784,BATCH-92099,True,Customs Hold
SHP300714,MRK-1007,Pulmocare,Singapore-Plant-03,UK,EMEA,2025-05-05,49977,BATCH-43797,False,Delivered
SHP300715,MRK-1008,Dermalyx,Singapore-Plant-03,South Africa,EMEA,2025-02-26,22945,BATCH-19381,False,Delayed
SHP300716,MRK-1004,Glucostat,Ireland-Plant-02,Germany,EMEA,2024-04-06,6946,BATCH-97464,False,Delivered
SHP300717,MRK-1007,Pulmocare,Ireland-Plant-02,India,APAC,2025-12-18,28547,BATCH-48382,False,In Transit
SHP300718,MRK-1007,Pulmocare,NJ-Plant-01,Brazil,Latin America,2026-06-11,24669,BATCH-28939,False,Customs Hold
SHP300719,MRK-1003,Immunext,NJ-Plant-01,Australia,APAC,2024-12-19,14957,BATCH-74095,True,Delayed
SHP300720,MRK-1007,Pulmocare,Ireland-Plant-02,South Korea,APAC,2025-09-20,31253,BATCH-44102,False,Customs Hold
SHP300721,MRK-1005,Neuroplex,Singapore-Plant-03,Brazil,Latin America,2024-06-17,18763,BATCH-47745,False,Delayed
SHP300722,MRK-1002,Oncavera,NJ-Plant-01,Canada,North America,2025-02-20,41491,BATCH-51274,False,Delivered
SHP300723,MRK-1007,Pulmocare,Singapore-Plant-03,South Africa,EMEA,2024-11-30,25605,BATCH-53752,False,Delivered
SHP300724,MRK-1003,Immunext,Ireland-Plant-02,Canada,North America,2026-02-23,8782,BATCH-64773,True,Customs Hold
SHP300725,MRK-1003,Immunext,Singapore-Plant-03,France,EMEA,2025-12-20,1927,BATCH-67783,True,In Transit
SHP300726,MRK-1005,Neuroplex,Singapore-Plant-03,India,APAC,2024-03-15,9084,BATCH-24450,False,Delayed
SHP300727,MRK-1007,Pulmocare,NJ-Plant-01,Japan,APAC,2024-07-09,10156,BATCH-48365,False,Customs Hold
SHP300728,MRK-1008,Dermalyx,Ireland-Plant-02,Canada,North America,2026-07-21,23102,BATCH-84348,False,Customs Hold
SHP300729,MRK-1003,Immunext,Ireland-Plant-02,Japan,APAC,2026-06-03,34562,BATCH-95909,True,Delivered
SHP300730,MRK-1008,Dermalyx,Singapore-Plant-03,USA,North America,2024-08-23,43080,BATCH-79428,False,In Transit
SHP300731,MRK-1002,Oncavera,NJ-Plant-01,South Korea,APAC,2025-07-22,45106,BATCH-41852,False,In Transit
SHP300732,MRK-1008,Dermalyx,Singapore-Plant-03,Germany,EMEA,2025-08-04,46291,BATCH-45353,False,Delayed
SHP300733,MRK-1002,Oncavera,Ireland-Plant-02,Argentina,Latin America,2025-02-13,48331,BATCH-11540,False,Customs Hold
SHP300734,MRK-1004,Glucostat,NJ-Plant-01,Chile,Latin America,2024-08-12,44468,BATCH-78186,False,Customs Hold
SHP300735,MRK-1004,Glucostat,NJ-Plant-01,USA,North America,2024-03-09,9564,BATCH-13547,False,Delivered
SHP300736,MRK-1005,Neuroplex,Singapore-Plant-03,India,APAC,2025-02-01,17088,BATCH-36678,False,In Transit
SHP300737,MRK-1004,Glucostat,Ireland-Plant-02,Argentina,Latin America,2025-11-22,38265,BATCH-13006,False,In Transit
SHP300738,MRK-1007,Pulmocare,NJ-Plant-01,Chile,Latin America,2026-01-27,42320,BATCH-37111,False,Customs Hold
SHP300739,MRK-1001,Cardiozin,Ireland-Plant-02,Australia,APAC,2025-09-13,19245,BATCH-88563,False,In Transit
SHP300740,MRK-1001,Cardiozin,Singapore-Plant-03,South Korea,APAC,2024-10-13,37741,BATCH-16815,False,Delivered
SHP300741,MRK-1004,Glucostat,NJ-Plant-01,France,EMEA,2025-09-28,24721,BATCH-83914,False,In Transit
SHP300742,MRK-1006,Vaxishield,NJ-Plant-01,Mexico,North America,2026-06-30,559,BATCH-24192,True,Delayed
SHP300743,MRK-1005,Neuroplex,Singapore-Plant-03,Brazil,Latin America,2025-05-01,23108,BATCH-94185,False,Delivered
SHP300744,MRK-1001,Cardiozin,Singapore-Plant-03,Germany,EMEA,2024-10-19,17230,BATCH-18930,False,Delivered
SHP300745,MRK-1005,Neuroplex,Ireland-Plant-02,Canada,North America,2024-09-04,4686,BATCH-63171,False,Customs Hold
SHP300746,MRK-1006,Vaxishield,NJ-Plant-01,Mexico,North America,2024-08-06,22138,BATCH-78477,True,Delivered
SHP300747,MRK-1005,Neuroplex,Ireland-Plant-02,South Africa,EMEA,2024-11-13,30520,BATCH-56171,False,Delivered
SHP300748,MRK-1004,Glucostat,NJ-Plant-01,Mexico,North America,2025-10-16,1287,BATCH-62863,False,Delayed
SHP300749,MRK-1007,Pulmocare,Ireland-Plant-02,South Korea,APAC,2024-04-22,32419,BATCH-81947,False,Delayed
SHP300750,MRK-1001,Cardiozin,Ireland-Plant-02,Mexico,North America,2024-02-08,10642,BATCH-96121,False,Delivered
SHP300751,MRK-1007,Pulmocare,Ireland-Plant-02,South Africa,EMEA,2025-12-19,7239,BATCH-22243,False,Delivered
SHP300752,MRK-1006,Vaxishield,Ireland-Plant-02,Argentina,Latin America,2026-03-29,34405,BATCH-24787,True,Delivered
SHP300753,MRK-1008,Dermalyx,Singapore-Plant-03,Argentina,Latin America,2024-12-30,38454,BATCH-78329,False,In Transit
SHP300754,MRK-1004,Glucostat,NJ-Plant-01,South Africa,EMEA,2024-03-08,31727,BATCH-52054,False,Delivered
SHP300755,MRK-1006,Vaxishield,Ireland-Plant-02,France,EMEA,2024-07-13,17249,BATCH-94361,True,Delivered
SHP300756,MRK-1006,Vaxishield,NJ-Plant-01,Argentina,Latin America,2025-03-26,46741,BATCH-81490,True,Delayed
SHP300757,MRK-1004,Glucostat,Singapore-Plant-03,India,APAC,2024-09-10,38412,BATCH-87760,False,In Transit
SHP300758,MRK-1005,Neuroplex,NJ-Plant-01,South Africa,EMEA,2025-02-13,43718,BATCH-22355,False,Customs Hold
SHP300759,MRK-1008,Dermalyx,Ireland-Plant-02,Japan,APAC,2024-03-09,45150,BATCH-80703,False,Delayed
SHP300760,MRK-1007,Pulmocare,NJ-Plant-01,Chile,Latin America,2025-05-11,40133,BATCH-10563,False,In Transit
SHP300761,MRK-1001,Cardiozin,Ireland-Plant-02,France,EMEA,2024-07-28,10827,BATCH-33431,False,Customs Hold
SHP300762,MRK-1007,Pulmocare,NJ-Plant-01,Chile,Latin America,2025-07-27,42924,BATCH-43429,False,Delayed
SHP300763,MRK-1002,Oncavera,NJ-Plant-01,Japan,APAC,2024-06-17,21467,BATCH-77876,False,Delayed
SHP300764,MRK-1005,Neuroplex,Singapore-Plant-03,Brazil,Latin America,2024-09-01,789,BATCH-71225,False,In Transit
SHP300765,MRK-1001,Cardiozin,NJ-Plant-01,Brazil,Latin America,2026-06-26,47820,BATCH-93743,False,Customs Hold
SHP300766,MRK-1004,Glucostat,Ireland-Plant-02,South Africa,EMEA,2026-03-23,31637,BATCH-69753,False,Delivered
SHP300767,MRK-1002,Oncavera,Singapore-Plant-03,India,APAC,2024-11-22,8906,BATCH-73010,False,Customs Hold
SHP300768,MRK-1004,Glucostat,Ireland-Plant-02,Mexico,North America,2024-03-03,1064,BATCH-20871,False,In Transit
SHP300769,MRK-1002,Oncavera,NJ-Plant-01,USA,North America,2026-01-03,18762,BATCH-35357,False,Delayed
SHP300770,MRK-1005,Neuroplex,NJ-Plant-01,Brazil,Latin America,2026-06-28,44920,BATCH-55717,False,Customs Hold
SHP300771,MRK-1008,Dermalyx,Singapore-Plant-03,Brazil,Latin America,2026-02-14,41069,BATCH-65993,False,Delivered
SHP300772,MRK-1008,Dermalyx,Singapore-Plant-03,Canada,North America,2025-01-08,47015,BATCH-66951,False,Delayed
SHP300773,MRK-1007,Pulmocare,NJ-Plant-01,Argentina,Latin America,2025-02-20,19898,BATCH-89594,False,Customs Hold
SHP300774,MRK-1004,Glucostat,NJ-Plant-01,France,EMEA,2026-03-08,17933,BATCH-12289,False,Delayed
SHP300775,MRK-1003,Immunext,Ireland-Plant-02,France,EMEA,2024-05-21,44701,BATCH-99410,True,Delayed
SHP300776,MRK-1004,Glucostat,NJ-Plant-01,Chile,Latin America,2024-07-24,46018,BATCH-26670,False,Delivered
SHP300777,MRK-1002,Oncavera,NJ-Plant-01,India,APAC,2025-09-30,46599,BATCH-70116,False,Delivered
SHP300778,MRK-1006,Vaxishield,Ireland-Plant-02,South Korea,APAC,2025-11-18,16441,BATCH-16562,True,Delivered
SHP300779,MRK-1006,Vaxishield,NJ-Plant-01,Chile,Latin America,2025-08-23,7990,BATCH-53090,True,Delivered
SHP300780,MRK-1002,Oncavera,NJ-Plant-01,USA,North America,2025-02-10,46954,BATCH-64926,False,Delivered
SHP300781,MRK-1001,Cardiozin,Singapore-Plant-03,USA,North America,2025-02-14,23349,BATCH-84949,False,In Transit
SHP300782,MRK-1005,Neuroplex,Singapore-Plant-03,Argentina,Latin America,2025-09-04,30365,BATCH-36647,False,In Transit
SHP300783,MRK-1006,Vaxishield,NJ-Plant-01,India,APAC,2025-01-01,32743,BATCH-88659,True,In Transit
SHP300784,MRK-1002,Oncavera,NJ-Plant-01,South Korea,APAC,2025-04-28,37864,BATCH-43049,False,Customs Hold
SHP300785,MRK-1004,Glucostat,Singapore-Plant-03,Chile,Latin America,2025-01-31,19088,BATCH-41465,False,In Transit
SHP300786,MRK-1001,Cardiozin,NJ-Plant-01,Germany,EMEA,2025-05-21,45895,BATCH-96166,False,Customs Hold
SHP300787,MRK-1007,Pulmocare,NJ-Plant-01,India,APAC,2026-03-08,34476,BATCH-50681,False,Customs Hold
SHP300788,MRK-1006,Vaxishield,Singapore-Plant-03,India,APAC,2026-01-07,33140,BATCH-26847,True,Delayed
SHP300789,MRK-1001,Cardiozin,Singapore-Plant-03,USA,North America,2025-12-06,48645,BATCH-96222,False,In Transit
SHP300790,MRK-1001,Cardiozin,Ireland-Plant-02,Chile,Latin America,2024-02-20,6159,BATCH-97364,False,Customs Hold
SHP300791,MRK-1001,Cardiozin,Singapore-Plant-03,Japan,APAC,2025-08-26,2078,BATCH-54291,False,Delayed
SHP300792,MRK-1004,Glucostat,Ireland-Plant-02,South Africa,EMEA,2026-06-17,8006,BATCH-95419,False,In Transit
SHP300793,MRK-1001,Cardiozin,Singapore-Plant-03,UK,EMEA,2024-11-23,28078,BATCH-38451,False,Customs Hold
SHP300794,MRK-1004,Glucostat,NJ-Plant-01,USA,North America,2026-07-17,4315,BATCH-14943,False,Delivered
SHP300795,MRK-1004,Glucostat,NJ-Plant-01,Mexico,North America,2025-03-30,34646,BATCH-10465,False,Delayed
SHP300796,MRK-1001,Cardiozin,Ireland-Plant-02,UK,EMEA,2024-12-09,46310,BATCH-18450,False,Delayed
SHP300797,MRK-1003,Immunext,NJ-Plant-01,Mexico,North America,2026-01-27,15580,BATCH-44407,True,In Transit
SHP300798,MRK-1008,Dermalyx,Ireland-Plant-02,Argentina,Latin America,2024-03-31,16388,BATCH-61630,False,In Transit
SHP300799,MRK-1001,Cardiozin,Singapore-Plant-03,USA,North America,2024-05-20,44696,BATCH-66241,False,Delivered
SHP300800,MRK-1006,Vaxishield,Ireland-Plant-02,South Korea,APAC,2026-07-04,46205,BATCH-70030,True,Delivered
SHP300801,MRK-1006,Vaxishield,NJ-Plant-01,Germany,EMEA,2026-04-28,6285,BATCH-55724,True,In Transit
SHP300802,MRK-1004,Glucostat,NJ-Plant-01,Mexico,North America,2025-03-19,33084,BATCH-89254,False,Customs Hold
SHP300803,MRK-1005,Neuroplex,NJ-Plant-01,Germany,EMEA,2025-07-25,38807,BATCH-50425,False,In Transit
SHP300804,MRK-1007,Pulmocare,Ireland-Plant-02,South Africa,EMEA,2025-02-21,48567,BATCH-94887,False,Delivered
SHP300805,MRK-1002,Oncavera,Singapore-Plant-03,Argentina,Latin America,2025-03-13,31887,BATCH-22883,False,Customs Hold
SHP300806,MRK-1008,Dermalyx,Singapore-Plant-03,Brazil,Latin America,2025-11-04,35284,BATCH-38409,False,Customs Hold
SHP300807,MRK-1004,Glucostat,Singapore-Plant-03,Chile,Latin America,2025-06-22,44068,BATCH-56862,False,Delivered
SHP300808,MRK-1002,Oncavera,Ireland-Plant-02,Chile,Latin America,2024-06-14,30639,BATCH-32530,False,In Transit
SHP300809,MRK-1003,Immunext,Singapore-Plant-03,Argentina,Latin America,2025-03-21,29588,BATCH-77486,True,Delivered
SHP300810,MRK-1004,Glucostat,Ireland-Plant-02,Chile,Latin America,2025-02-10,6111,BATCH-52580,False,In Transit
SHP300811,MRK-1003,Immunext,Singapore-Plant-03,Canada,North America,2024-10-25,38562,BATCH-41698,True,Delayed
SHP300812,MRK-1002,Oncavera,Ireland-Plant-02,France,EMEA,2024-12-15,41295,BATCH-72950,False,Customs Hold
SHP300813,MRK-1003,Immunext,Ireland-Plant-02,Argentina,Latin America,2025-09-09,33006,BATCH-48847,True,Delivered
SHP300814,MRK-1004,Glucostat,NJ-Plant-01,Japan,APAC,2024-11-20,2421,BATCH-48129,False,Delivered
SHP300815,MRK-1008,Dermalyx,Singapore-Plant-03,Canada,North America,2024-12-03,32143,BATCH-86377,False,In Transit
SHP300816,MRK-1002,Oncavera,Ireland-Plant-02,France,EMEA,2026-06-07,26483,BATCH-22165,False,Customs Hold
SHP300817,MRK-1002,Oncavera,NJ-Plant-01,Canada,North America,2025-06-22,28584,BATCH-17350,False,Delayed
SHP300818,MRK-1001,Cardiozin,Ireland-Plant-02,Mexico,North America,2025-09-09,12534,BATCH-45359,False,In Transit
SHP300819,MRK-1008,Dermalyx,NJ-Plant-01,Argentina,Latin America,2025-10-16,30846,BATCH-92111,False,In Transit
SHP300820,MRK-1001,Cardiozin,NJ-Plant-01,UK,EMEA,2024-01-19,8593,BATCH-29651,False,Delayed
SHP300821,MRK-1001,Cardiozin,Singapore-Plant-03,Mexico,North America,2025-06-03,26152,BATCH-14735,False,Customs Hold
SHP300822,MRK-1005,Neuroplex,Singapore-Plant-03,Germany,EMEA,2025-02-15,43856,BATCH-88738,False,Delayed
SHP300823,MRK-1003,Immunext,Ireland-Plant-02,UK,EMEA,2024-08-20,12888,BATCH-89262,True,In Transit
SHP300824,MRK-1002,Oncavera,NJ-Plant-01,Canada,North America,2024-06-21,3242,BATCH-75336,False,In Transit
SHP300825,MRK-1001,Cardiozin,Ireland-Plant-02,France,EMEA,2026-03-15,11822,BATCH-95355,False,Customs Hold
SHP300826,MRK-1003,Immunext,Ireland-Plant-02,South Korea,APAC,2025-01-07,16177,BATCH-93238,True,Delayed
SHP300827,MRK-1001,Cardiozin,NJ-Plant-01,South Korea,APAC,2026-06-24,45744,BATCH-94148,False,Delayed
SHP300828,MRK-1005,Neuroplex,Ireland-Plant-02,Chile,Latin America,2025-09-03,24583,BATCH-98904,False,Customs Hold
SHP300829,MRK-1005,Neuroplex,Ireland-Plant-02,Mexico,North America,2025-01-24,36069,BATCH-37299,False,Delayed
SHP300830,MRK-1005,Neuroplex,Ireland-Plant-02,Australia,APAC,2024-08-12,17171,BATCH-18596,False,Delayed
SHP300831,MRK-1007,Pulmocare,Ireland-Plant-02,Chile,Latin America,2025-07-03,43928,BATCH-56391,False,In Transit
SHP300832,MRK-1005,Neuroplex,NJ-Plant-01,France,EMEA,2025-07-29,49089,BATCH-96684,False,Delayed
SHP300833,MRK-1007,Pulmocare,NJ-Plant-01,South Africa,EMEA,2026-05-02,32909,BATCH-66908,False,Customs Hold
SHP300834,MRK-1005,Neuroplex,Singapore-Plant-03,India,APAC,2024-06-06,2420,BATCH-70387,False,Customs Hold
SHP300835,MRK-1006,Vaxishield,Ireland-Plant-02,Brazil,Latin America,2025-06-04,40408,BATCH-41942,True,In Transit
SHP300836,MRK-1007,Pulmocare,Singapore-Plant-03,France,EMEA,2024-11-03,16481,BATCH-66442,False,Delayed
SHP300837,MRK-1001,Cardiozin,Ireland-Plant-02,Japan,APAC,2026-02-20,47951,BATCH-51828,False,Delivered
SHP300838,MRK-1006,Vaxishield,Ireland-Plant-02,Mexico,North America,2024-06-28,35365,BATCH-62545,True,Customs Hold
SHP300839,MRK-1003,Immunext,Ireland-Plant-02,USA,North America,2025-04-13,13415,BATCH-32572,True,In Transit
SHP300840,MRK-1001,Cardiozin,Ireland-Plant-02,Argentina,Latin America,2024-08-20,48885,BATCH-28596,False,Delayed
SHP300841,MRK-1005,Neuroplex,NJ-Plant-01,Japan,APAC,2024-09-04,37346,BATCH-18314,False,Customs Hold
SHP300842,MRK-1003,Immunext,NJ-Plant-01,Australia,APAC,2024-04-22,23722,BATCH-98681,True,In Transit
SHP300843,MRK-1001,Cardiozin,NJ-Plant-01,Australia,APAC,2024-01-24,43618,BATCH-83705,False,Delivered
SHP300844,MRK-1005,Neuroplex,NJ-Plant-01,France,EMEA,2024-08-20,4742,BATCH-70816,False,Delayed
SHP300845,MRK-1004,Glucostat,NJ-Plant-01,South Africa,EMEA,2025-09-27,22166,BATCH-20311,False,Delivered
SHP300846,MRK-1002,Oncavera,Singapore-Plant-03,UK,EMEA,2025-11-03,23607,BATCH-13826,False,Delayed
SHP300847,MRK-1003,Immunext,Ireland-Plant-02,Argentina,Latin America,2024-07-08,30693,BATCH-29528,True,Customs Hold
SHP300848,MRK-1007,Pulmocare,NJ-Plant-01,France,EMEA,2024-04-23,45844,BATCH-78625,False,Delayed
SHP300849,MRK-1008,Dermalyx,Singapore-Plant-03,UK,EMEA,2025-07-21,47352,BATCH-55887,False,Delayed
SHP300850,MRK-1005,Neuroplex,Ireland-Plant-02,Japan,APAC,2024-09-22,41913,BATCH-15371,False,Delivered
SHP300851,MRK-1004,Glucostat,Singapore-Plant-03,Japan,APAC,2024-03-21,31736,BATCH-49903,False,Delayed
SHP300852,MRK-1006,Vaxishield,Singapore-Plant-03,India,APAC,2025-12-06,30237,BATCH-14096,True,Customs Hold
SHP300853,MRK-1003,Immunext,Ireland-Plant-02,Brazil,Latin America,2025-07-10,7555,BATCH-69720,True,In Transit
SHP300854,MRK-1004,Glucostat,NJ-Plant-01,Argentina,Latin America,2025-01-29,6756,BATCH-21386,False,Delayed
SHP300855,MRK-1008,Dermalyx,Singapore-Plant-03,South Korea,APAC,2026-01-06,47811,BATCH-31860,False,Customs Hold
SHP300856,MRK-1005,Neuroplex,NJ-Plant-01,USA,North America,2026-02-10,28307,BATCH-77331,False,Delayed
SHP300857,MRK-1002,Oncavera,Singapore-Plant-03,Argentina,Latin America,2024-06-12,1425,BATCH-91452,False,Delivered
SHP300858,MRK-1007,Pulmocare,NJ-Plant-01,Germany,EMEA,2025-09-09,28777,BATCH-12644,False,In Transit
SHP300859,MRK-1006,Vaxishield,NJ-Plant-01,Canada,North America,2026-02-01,32879,BATCH-50732,True,Delayed
SHP300860,MRK-1001,Cardiozin,Singapore-Plant-03,India,APAC,2026-07-28,8694,BATCH-64889,False,Customs Hold
SHP300861,MRK-1004,Glucostat,Ireland-Plant-02,USA,North America,2026-02-17,14610,BATCH-40035,False,Delivered
SHP300862,MRK-1005,Neuroplex,Singapore-Plant-03,Japan,APAC,2025-11-04,19620,BATCH-29956,False,Delivered
SHP300863,MRK-1003,Immunext,Ireland-Plant-02,India,APAC,2025-02-14,20015,BATCH-16055,True,In Transit
SHP300864,MRK-1003,Immunext,NJ-Plant-01,Germany,EMEA,2024-09-09,17234,BATCH-71784,True,Delayed
SHP300865,MRK-1006,Vaxishield,Singapore-Plant-03,Argentina,Latin America,2025-04-22,12611,BATCH-89905,True,Delivered
SHP300866,MRK-1002,Oncavera,Singapore-Plant-03,Australia,APAC,2025-08-27,2091,BATCH-47386,False,Delayed
SHP300867,MRK-1004,Glucostat,NJ-Plant-01,Mexico,North America,2026-05-21,46850,BATCH-94790,False,Delayed
SHP300868,MRK-1004,Glucostat,NJ-Plant-01,Chile,Latin America,2025-01-16,15247,BATCH-14998,False,In Transit
SHP300869,MRK-1008,Dermalyx,NJ-Plant-01,Brazil,Latin America,2025-11-25,42607,BATCH-52033,False,Delivered
SHP300870,MRK-1007,Pulmocare,Singapore-Plant-03,Germany,EMEA,2025-11-20,31151,BATCH-26581,False,Customs Hold
